"Hear These Voices: Youth at the Edge of the Millennium","Allison","Anthony","Banned pending investigation","Eight remarkable interviews with teenagers aged 10 to 19 who live at risk of violence, illness, and abuse expose how children cope with their present surroundings, and how, with positive intervention from local grass-roots organizations, they have hope for the future.","Banned Books, Nonfiction"
"Dreaming of Antigone","Bridges","Robin","Banned pending investigation","Every star has its own path…  “I can’t ever be the blazing star that Iris was. I’m still just a cold, dark satellite orbiting a star that went super nova.”   Andria’s twin sister, Iris, had adoring friends, a cool boyfriend, a wicked car, and a shelf full of soccer trophies. She had everything, in fact—including a drug problem. Six months after Iris’s death, Andria is trying to keep her grades, her friends, and her family from falling apart. But stargazing and books aren’t enough to ward off her guilt that she—the freak with the scary illness and all-black wardrobe—is still here when Iris isn’t. And then there’s Alex Hammond. The boy Andria blames for Iris’s death. The boy she’s unwittingly started swapping lines of poetry and secrets with, even as she tries to keep hating him.   Heartwrenching, smart, and bold, is a story about the jagged pieces that lie beneath the surface of the most seemingly perfect life…and how they can fit together to make something wholly unexpected.","Young Adult, Contemporary, Romance, Abuse, Realistic Fiction, Poetry, Death"
"Anna and the French Kiss","Perkins","Stephanie","Banned pending investigation","Anna is looking forward to her senior year in Atlanta, where she has a great job, a loyal best friend, and a crush on the verge of becoming more. Which is why she is less than thrilled about being shipped off to boarding school in Paris--until she meets Étienne St. Clair. Smart, charming, beautiful, Étienne has it all...including a serious girlfriend.  But in the City of Light, wishes have a way of coming true. Will a year of romantic near-misses end with their long-awaited French kiss?","Romance, Young Adult, Contemporary, Fiction, Chick Lit, Realistic Fiction, Contemporary Romance"
"Ripley's Believe It or Not!: Shatter Your Senses!","Tibbals","Geoff","Banned","Shatter Your Senses! is the 2018 edition of the bestselling annual series by Ripley’s Believe It or Not! There’s no way to prepare yourself for this all-true, all-new collection filled with incredible facts, unbelievable stories, and mind-blowing photography. A sensory overload, Shatter Your Senses! is sure to amaze and astound children and adults alike.  Ripley’s Believe It or Not! Shatter Your Senses! is filled with thousands of strange stories, bizarre feats, and hair-raising oddities from around the world. Discover the sport of underwater ice hockey or marvel at the flower that bloomed in space—it’s all weird and all true! Bursting with vibrant and eye-catching photos, as well as submissions from our dedicated readers, this book is a must-have for every Ripley’s fan.","Nonfiction, Trivia"
"The Awesomely Awful Melodies of Lydia Goldblatt and Julie Graham-Chang","Ignatow","Amy","Banned pending investigation","Fresh off their epic summer road trip, Lydia and Julie are back and ready to take seventh grade by storm. Well, Lydia She wants to start a band, and she’s convinced Julie to join her. The Macramé Owls are joined by Roland (expert at the hardingfele ) and Jane (expert at drama). None of them, unfortunately, are experts at rocking out. The band needs more practice, but instead Lydia and Julie find themselves riding an unexpected wave of popularity to their own belated birthday party. The girls may have accidentally stumbled upon the secret to popularity―if only the secret weren’t so completely humiliating. Hilarious, observant, and honest, this installment of the series has all of Amy Ignatow’s signature charm, while bringing our beloved heroines to a new turning point in their lives.  Praise for The Popularity Book Five ""Ignatow’s illustrations (attributed to Julie), humorous comments, and the story’s sticky situations make this a gregarious addition to the series."" ― Booklist","Middle Grade, Graphic Novels, Childrens, Humor, Realistic Fiction, Juvenile, Graphic Novels Comics"
"The Girl Who Loved Tom Gordon","King","Stephen","Banned","On a six-mile hike on the Maine-New Hampshire branch of the Appalachian Trail, nine-year-old Trisha McFarland quickly tires of the constant bickering between her older brother, Pete, and her recently divorced mother. But when she wanders off by herself and then tries to catch up by attempting a shortcut, she becomes lost in a wilderness maze full of peril and terror.  As night falls, Trisha has only her ingenuity as a defense against the elements, and only her courage and faith to withstand her mounting fears. For solace, she tunes her Walkman to broadcasts of Boston Red Sox baseball games and follows the gritty performances of her hero, relief pitcher Tom Gordon. And when her radio's reception begins to fade, Trisha imagines that Tom Gordon is with her - protecting her from an all-too-real enemy who has left a trail of slaughtered animals and mangled trees in the dense, dark woods...","Horror, Fiction, Thriller, Suspense, Mystery, Fantasy, Audiobook"
"Big Nate: A Good Old-Fashioned Wedgie","Peirce","Lincoln","Banned pending investigation","Now an animated series with Paramount+ and Nickelodeon!  Join the unstoppable Big Nate for another round of middle school adventures! From homework and hygiene to hilarious hiijnks—no one quite does sixth grade like Nate and his friends.  Need a way to shut up some snooty kid when he gloats about his private school? Looking for the perfect response when your best friend joins the grammar police? Want a quick and easy way to out-snap even the snappiest comeback? Nate Wright has the a good old-fashioned wedgie!  The whole gang from P.S. 38 is back for more hijinks, hilarity, and underwear hoisting in this new collection of Big Nate comics. Can Chad somehow survive on a diet of kale and soy nuts? Are Jenny and Artur EVER going to break up? And how is Nate supposed to concentrate on baseball when he’s got a crush on his team’s new pitcher? See for yourself! Join Nate and the rest of the crew for another unforgettable round of middle school adventures!","Graphic Novels, Humor, Childrens, Comics, Fiction, Middle Grade, Juvenile"
"Cherry Money Baby","Cusick","John M.","Banned","Hollywood glitz collides with workingclass aspirations in this satirical tale of an impulsive starlet and a sharp-witted small-town teen.  Cherry Kerrigan loves her simple life, her family’s tiny trailer, even working at Burrito Barn. Forget college — she’s marrying her sweetheart from next door. But here comes Ardelia Deen, a glamorous starlet who sweeps Cherry into a world of fast cars and penthouse parties. Now Cherry’s small-town life just seems so . . . small. When Ardelia drops a bomb of an offer — one involving a baby — Cherry knows her life will change forever, no matter what she decides. John M. Cusick focuses his signature wit on Hollywood royalty and the wide-eyed dreams of Small Town, U.S.A. in a novel about discovering who you are . . . and changing your mind.","Young Adult, Contemporary, Romance, Realistic Fiction, Fiction, Coming Of Age, Chick Lit"
"Dreamcatcher","King","Stephen","Banned","In Derry, Maine, four young boys once stood together and did a brave thing. Something that changed them in ways they hardly understand.  A quarter of a century later, the boys are men who have gone their separate ways. Though they still get together once a year, to go hunting in the north woods of Maine. But this time is different. This time a man comes stumbling into their camp, lost, disoriented and muttering about lights in the sky.  Before long, these old friends will be plunged into the most remarkable events of their lives as they struggle with a terrible creature from another world. Their only chance of survival is locked in their shared past - and in the Dreamcatcher.","Horror, Fiction, Science Fiction, Thriller, Fantasy, Aliens, Supernatural"
"The Food Chain (Play)","Silver","Nicky","Banned by restriction","Amanda, an anorexic poet of some pretensions, has been married for three weeks, but her husband, Ford, has been missing for two. She calls a crisis hot line and reaches Bea, a volunteer. Bea's answer to Amanda's problems is to diminish them by complaining about her own deceased husband's inattentiveness, her son's embarrassing nature, and also to dispense hilarious (but useless) advice. Just as Amanda nears her wit's end, Ford walks in so she simply hangs up on Bea. Meanwhile, across town, Serge, a completely vain runway model, paces as he waits for the arrival of his latest paramour. He is intruded upon by a former one-night stand, Otto, who worships him and who tips the scales at about three hundred pounds. Otto tortures, harangues and cajoles Serge while swilling Yoo-hoo, eating junk food and taking phone calls from his mother until Serge can take no more. Serge explodes but is interrupted by a phone call his new lover will not be coming. This leaves Serge and Otto in the same state: Both are now victims of fickle romance. The scene shifts back to Amanda's at the crack of dawn. Serge is banging on the door, looking for his lover, surprising Amanda. It was with Serge that Ford had spent his lost two honeymoon weeks. Having followed Serge, it isn't long until Otto shows up, with breakfast, threatening suicide. Next to arrive is Bea, furious at Amanda for hanging up on her as Bea does not tolerate rudeness. As riotous chaos builds, we learn that Bea is Otto's mother, that Otto and Amanda are old school friends, that Serge will settle for both Amanda and Ford and that Ford has absolutely nothing to say. Bea takes charge and offers a solution. Although short on practicality, it is longon pleasure.","Plays, Theatre, Drama"
"The Waste Lands","King","Stephen","Banned","Several months have passed, and Roland’s two new tet-mates have become proficient gunslingers. Eddie Dean has given up heroin, and Odetta’s two selves have joined, becoming the stronger and more balanced personality of Susannah Dean. But while battling The Pusher in 1977 New York, Roland altered ka by saving the life of Jake Chambers, a boy who—in Roland’s where and when—has already died. Now Roland and Jake exist in different worlds, but they are joined by the same madness: the paradox of double memories. Roland, Susannah, and Eddie must draw Jake into Mid-World then follow the Path of the Beam all the way to the Dark Tower. But nothing is easy in Mid-World. Along the way our tet stumbles into the ruined city of Lud, and are caught between the warring gangs of the Pubes and the Grays. The only way out of Lud is to wake Blaine the Mono, an insane train that has a passion for riddling, and for suicidal journeys.","Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Westerns"
"Singin' and Swingin' and Gettin' Merry Like Christmas","Angelou","Maya","Banned pending investigation","In this third self-contained volume of her autobiography, which began with I Know Why the Caged Bird Sings, Maya Angelou moves into the adult world, and the white world as well, as she marries, enters show business, and tours Europe and Africa in Porgy and Bess.  As the book opens, Maya, in order to support herself and her young son, gets a job in a record shop run by a white woman. Suspicious of almost any kindness shown her, she is particularly confused by the special attentions of a young white customer. Soon the relationship grows into love and then marriage, and Maya believes a permanent relationship is finally possible. But it is not to be, and she is again forced to look for work.  This time she finds a job as a dancer in a sleazy San Francisco bar. Her remarkable talent, however, soon brings her attention of a different kind, and before long she is singing in one of the most popular nightclubs on the coast. From there, she is called to New York to join the cast of Porgy and Bess, which is just about to begin another tour abroad.  The troupe's joyous and dramatic adventure through Italy, France, Greece, Yugoslavia, and Egypt becomes the centerpiece of Singin' and Swingin'. This remarkable portrayal of one of the most exciting and talented casts ever put together, and of the encounters between these larger-than-life personalities and audiences who had rarely seen black people before, makes a hilarious and poignant story. The excitement of the journey -- full of camaraderie, love affairs, and memorable personalities -- is dampened only by Maya's nagging guilt that she has once again abandoned the person she loves most in life, her son.  Back home, and driven close to suicide by her guilt and concern, she takes her son with her to Hawaii, where she discovers that devotion and love, in spite of forced absence, have the power to heal and sustain.  As always, Maya Angelou's writing is charged with that remarkable sense of life and love and unique celebration of the human condition that have won her such a loyal following.","Nonfiction, Memoir, Biography, Autobiography, Biography Memoir, African American, Classics"
"Messed Up","Lynch","Janet Nichols","Banned pending investigation","A fifteen-year-old Mexican American has experienced a series of tough breaks before finding himself completely on his own. He decides to try to keep his lack of a home a secret from his school while working hard and staying out of trouble.","Young Adult, Realistic Fiction, Teen, Fiction, Urban, Drama, Survival"
"Ramona Blue","Murphy","Julie","Banned pending investigation","Ramona was only five years old when Hurricane Katrina changed her life forever.  Since then, it’s been Ramona and her family against the world. Standing over six feet tall with unmistakable blue hair, Ramona is sure of three things: she likes girls, she’s fiercely devoted to her family, and she knows she’s destined for something bigger than the trailer she calls home in Eulogy, Mississippi. But juggling multiple jobs, her flaky mom, and her well-meaning but ineffectual dad forces her to be the adult of the family. Now, with her sister, Hattie, pregnant, responsibility weighs more heavily than ever.  The return of her childhood friend Freddie brings a welcome distraction. Ramona’s friendship with the former competitive swimmer picks up exactly where it left off, and soon he’s talked her into joining him for laps at the pool. But as Ramona falls in love with swimming, her feelings for Freddie begin to shift too, which is the last thing she expected. With her growing affection for Freddie making her question her sexual identity, Ramona begins to wonder if perhaps she likes girls and guys or if this new attraction is just a fluke. Either way, Ramona will discover that, for her, life and love are more fluid than they seem.","Young Adult, LGBT, Contemporary, Romance, Queer, Fiction, Audiobook"
"Shadow of the Hegemon","Card","Orson Scott","Banned pending investigation","The War is over, won by Ender Wiggin and his team of brilliant child-warriors. The enemy is destroyed, the human race is saved. Ender himself refuses to return to the planet, but his crew has gone home to their families, scattered across the globe. The battle school is no more.  But with the external threat gone, the Earth has become a battlefield once more. The children of the Battle School are more than heroes; they are potential weapons that can bring power to the countries that control them. One by one, all of Ender's Dragon Army are kidnapped. Only Bean escapes; and he turns for help to Ender's brother Peter.  Peter Wiggin, Ender's older brother, has already been manipulating the politics of Earth from behind the scenes. With Bean's help, he will eventually rule the world.","Science Fiction, Fiction, Science Fiction Fantasy, Fantasy, Young Adult, Audiobook, Adventure"
"Written in My Own Heart's Blood","Gabaldon","Diana","Banned pending investigation","It is June 1778, and the world seems to be turning upside-down. The British Army is withdrawing from Philadelphia, with George Washington in pursuit, and for the first time, it looks as if the rebels might actually win. But for Claire Fraser and her family, there are even more tumultuous revolutions that have to be accommodated.Her former husband, Jamie, has returned from the dead, demanding to know why in his absence she married his best friend, Lord John Grey. Lord John's son, the ninth Earl of Ellesmere, is no less shocked to discover that his real father is actually the newly resurrected Jamie Fraser, and Jamie's nephew Ian Murray discovers that his new-found cousin has an eye for the woman who has just agreed to marry him. And while Claire is terrified that one of her husbands may be about to murder the other, in the 20th century her descendants face even more desperate turns of events. Her daughter Brianna is trying to protect her son from a vicious criminal with murder on his mind, while her husband Roger has disappeared into the past . . .","Historical Fiction, Romance, Fiction, Fantasy, Time Travel, Historical, Historical Romance"
"I Know Why The Caged Bird Sings","Angelou","Maya","Banned","Maya Angelou’s debut memoir is a modern American classic beloved worldwide. Her life story is told in the documentary film And Still I Rise, as seen on PBS’s American Masters.  Here is a book as joyous and painful, as mysterious and memorable, as childhood itself. I Know Why the Caged Bird Sings captures the longing of lonely children, the brute insult of bigotry, and the wonder of words that can make the world right. Maya Angelou’s debut memoir is a modern American classic beloved worldwide.  Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local “powhitetrash.” At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (“I met and fell in love with William Shakespeare”) will allow her to be free instead of imprisoned.  Poetic and powerful, will touch hearts and change minds for as long as people read.","Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism"
"They Called Themselves The K.K.K.: The Birth of an American Terrorist Group","Bartoletti","Susan Campbell","Banned","""Boys, let us get up a club."" With those words, six restless young men raided the linens at a friend’s mansion in 1866. They pulled white sheets over their heads, hopped on horses, and cavorted through the streets of Pulaski, Tennessee. Soon, the six friends named their club the Ku Klux Klan and began patterning their initiations after fraternity rites, with passwords and mysterious handshakes. All too quickly, this club would grow into the self-proclaimed “Invisible Empire,” with secret dens spread across the South. On their brutal raids, the nightriders would claim to be ghosts of Confederate soldiers and would use psychological and physical terror against former slaves who dared to vote, own land, attend school, or worship as they pleased.  This is the story of how a secret terrorist group took root in America’s democracy. Filled with chilling and vivid personal accounts unearthed from oral histories, congressional documents, and other primary sources, this is a book to read and remember.","Nonfiction, History, American History, Historical, Teen, Race, African American"
"Fifty Shades of Grey","James","E. L.","Banned pending investigation","When literature student Anastasia Steele is drafted to interview the successful young entrepreneur Christian Grey for her campus magazine, she finds him attractive, enigmatic and intimidating. Convinced their meeting went badly, she tries to put Grey out of her mind - until he happens to turn up at the out-of-town hardware store where she works part-time.  The unworldly, innocent Ana is shocked to realize she wants this man, and when he warns her to keep her distance it only makes her more desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her - but on his own terms.  Shocked yet thrilled by Grey's singular erotic tastes, Ana hesitates. For all the trappings of success – his multinational businesses, his vast wealth, his loving adoptive family – Grey is man tormented by demons and consumed by the need to control. When the couple embarks on a passionate, physical and daring affair, Ana learns more about her own dark desires, as well as the Christian Grey hidden away from public scrutiny.  Can their relationship transcend physical passion? Will Ana find it in herself to submit to the self-indulgent Master? And if she does, will she still love what she finds?  Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.","Fiction, Erotica, BDSM, Adult, Contemporary, Contemporary Romance, Chick Lit"
"You're Next","Schachte","Kylie","Banned pending investigation","When a girl with a troubled history of finding dead bodies investigates the murder of her ex, she uncovers a plot to put herself---and everyone she loves---on the list of who's next.  Flora Calhoun has a reputation for sticking her nose where it doesn't belong. After stumbling upon a classmate's body years ago, the trauma of that discovery and the police's failure to find the killer has haunted her ever since. One night, she gets a midnight text from Ava McQueen, the beautiful girl who had ignited Flora's heart last summer, then never spoke to her again.  Just in time to witness Ava's death from a gunshot wound, Flora is set on a path of rage and vengeance for all the dead girls whose killer is never found. Her tunnel-visioned sleuthing leads to valuable clues about a shocking conspiracy involving her school and beyond, but also earns her sinister threats from the murderer. She has a choice---to give up the hunt for answers, or keep digging and risk her loved ones' lives. Either way, Flora will regret the consequences. Who's next on the killer's list?","Mystery, Young Adult, Thriller, LGBT, Mystery Thriller, Contemporary, Fiction"
"King of Battle and Blood","St. Clair","Scarlett","Banned by restriction","Their Union Is His Revenge.  Isolde de Lara considers her wedding day her death day. To end a years-long war, she is to marry vampire king, Adrian Aleksandr Vasiliev, and kill him.  But her assassination attempt is thwarted and Adrian threatens that if Isolde tries to kill him again, he will raise her as the undead. Faced with the possibility of becoming the thing she hates most, Isolde seeks other ways to defy him and survive the brutal vampire court.  Except it isn’t the court she fears most — it’s Adrian. Despite their undeniable chemistry, she wonders why the king — fierce, savage, merciless — chose her as consort.  The answer will shatter her world.","Fantasy, Vampires, Fantasy Romance, Romantasy, Enemies To Lovers, Paranormal, Adult"
"Dr. Jekyll and Mr. Hyde","Abdo","Kenny","Banned","This title focuses on Dr. Jekyll & Mr. Hyde and gives information related to their origin, Hollywood influence, and legacy they left behind. The title is complete with beautiful, colorful photographs and simple text. Aligned to Common Core Standards and correlated to state standards, Fly! is an imprint of Abdo Zoom, a division of ABDO.",""
"Flawless","Shepard","Sara","Banned pending investigation","In the exclusive town of Rosewood, Pennsylvania, where the sweetest smiles hide the darkest secrets, four pretty little liars--Spencer, Aria, Emily, and Hanna--have been very bad girls. . . .  Spencer stole her sister's boyfriend. Aria is brokenhearted over her English teacher. Emily likes her new friend Maya . . . as much more than a friend. And Hanna's obsession with looking flawless is literally making her sick. But the most horrible secret of all is something so scandalous it could destroy their perfect little lives.  And someone named ""A"" is threatening to do just that.  At first they thought A was Alison, their friend who vanished three years ago . . . but then Alison turned up dead. So could A be Melissa, Spencer's ultracompetitive sister? Or Maya, who wants Emily all to herself? What about Toby, the mysterious guy who left town right after Alison went missing?  One thing's for certain: A's got the dirt to bury them all alive, and with every crumpled note, wicked IM, and vindictive text message A sends, the girls get a little closer to losing it all.","Young Adult, Mystery, Fiction, Contemporary, Romance, Chick Lit, Thriller"
"You Too?: 25 Voices Share Their #MeToo Stories","Gurtler","Janet","Banned","",""
"The Last Words We Said","Scheier","Leah","Banned pending investigation","Nine months ago, Danny disappeared and everything changed for his friends. Rae’s pouring herself into rage-baking. Deenie's deepening her commitment to Orthodox Judaism. And Ellie—Danny’s best friend and girlfriend—is the only one who doesn’t believe he’s dead.  Because she still sees him.  Moving back and forth between past and present, the story of Ellie and Danny unspools, from their serendipitous meeting to Danny and Ellie falling for each other. In the past, they were the perfect couple—until it all went wrong. In the present, Ellie’s looking for answers. Her friends are worried about her mental health, but Ellie’s certain that the tragedy that’s rocked their modern Orthodox community isn’t as simple as they all believe. She’s determined to uncover the truth about what happened to the love of her life. But to do that, she’ll have to be more honest with herself.","Young Adult, Romance, Contemporary, Jewish, Realistic Fiction, Fiction, Judaism"
"Light Years","Stein","Tammar","Banned pending investigation","He went to school to learn how to kill me. The Israeli girl who ruined his life. Seven people were killed instead. A single mother of two. A computer programmer. Two college students. A grandmother and her four-year-old grandson sharing an ice cream. And Dov, my boyfriend, my heart, the man I wanted to marry, who was there waiting for me.  Maya leaves Israel to study astronomy at the University of Virginia, running from the violence, guilt, and memories of her past. As the narrative switches between Virginia and Israel, we learn about Maya’s life as a soldier, her ambiguous devotion to Israel, and her love for her boyfriend, Dov, who is tragically killed in a suicide bombing. Now, in Virginia, amid the day-to-day pressures of classes, roommates, and fraternity parties, Maya attempts to reconcile her Israeli past with her American future.","Young Adult, Israel, Fiction, Teen, Realistic Fiction, Adult, War"
"Micro","Crichton","Michael","Banned pending investigation","In the vein of Jurassic Park, this high-concept thriller follows a group of graduate students lured to Hawaii to work for a mysterious biotech company—only to find themselves cast out into the rain forest, with nothing but their scientific expertise and wits to protect them.  In the lush forests of Oahu, groundbreaking technology has ushered in a revolutionary era of biological prospecting, feeding a search for priceless drugs and applications on a scale beyond anything previously imagined. In Cambridge, Massachusetts, seven graduate students at the forefront of their fields are recruited by a pioneering microbiology start-up, Nanigen MicroTechnologies, which dispatches the group to a mysterious lab in Hawaii. But once in the rainforest, the scientists are thrust into a hostile wilderness that reveals surprising dangers at every turn. Armed only with their knowledge of the natural world, they find themselves prey to a technology of radical and unbridled power  An instant classic, pits nature against technology in vintage Michael Crichton fashion. Completed by visionary science writer Richard Preston, this boundary-pushing thriller melds scientific fact with pulse-pounding fiction to create yet another masterpiece of sophisticated, cutting-edge entertainment.","Science Fiction, Fiction, Thriller, Adventure, Mystery, Audiobook, Horror"
"Now Sheba Sings the Song","Angelou","Maya","Banned pending investigation","From a Caldecott Honor Book artist and a bestselling author comes a paean to today's black woman for all the world to sing. 84 two-color halftones.","Poetry, Art, African American, Nonfiction"
"Life","Richards","Keith","Banned by restriction","With the Rolling Stones, Keith Richards created the riffs, the lyrics and the songs that roused the world, and over four decades he lived the original rock and roll taking the chances he wanted, speaking his mind, and making it all work in a way that no one before him had ever done. Now, at last, the man himself tells us the story of life in the crossfire hurricane. And what a life. Listening obsessively to Chuck Berry and Muddy Waters records as a child in post-war Kent. Learning guitar and forming a band with Mick Jagger and Brian Jones. The Rolling Stones' first fame and success as a bad-boy band. The notorious Redlands drug bust and subsequent series of confrontations with a nervous establishment that led to his enduring image as outlaw and folk hero. Creating immortal riffs such as the ones in 'Jumping Jack Flash' and 'Street Fighting Man' and 'Honky Tonk Women'. Falling in love with Anita Pallenberg and the death of Brian Jones. Tax exile in France, wildfire tours of the US, 'Exile on Main Street' and 'Some Girls'. Ever increasing fame, isolation and addiction. Falling in love with Patti Hansen. Estrangement from Mick Jagger and subsequent reconciliation. Solo albums and performances with his band the Xpensive Winos. Marriage, family and the road that goes on for ever. In a voice that is uniquely and intimately his own, with the disarming honesty that has always been his trademark, Keith Richards brings us the essential life story of our times.","Music, Biography, Nonfiction, Memoir, Autobiography, Audiobook, Biography Memoir"
"Red at the Bone","Woodson","Jacqueline","Banned","Moving forward and backward in time, Jacqueline Woodson's taut and powerful new novel uncovers the role that history and community have played in the experiences, decisions, and relationships of these families, and in the life of the new child.  As the book opens in 2001, it is the evening of sixteen-year-old Melody's coming of age ceremony in her grandparents' Brooklyn brownstone. Watched lovingly by her relatives and friends, making her entrance to the music of Prince, she wears a special custom-made dress. But the event is not without poignancy. Sixteen years earlier, that very dress was measured and sewn for a different wearer: Melody's mother, for her own ceremony-- a celebration that ultimately never took place.  Unfurling the history of Melody's parents and grandparents to show how they all arrived at this moment, Woodson considers not just their ambitions and successes but also the costs, the tolls they've paid for striving to overcome expectations and escape the pull of history. As it explores sexual desire and identity, ambition, gentrification, education, class and status, and the life-altering facts of parenthood, most strikingly looks at the ways in which young people must so often make long-lasting decisions about their lives--even before they have begun to figure out who they are and what they want to be.","Fiction, Historical Fiction, Audiobook, Contemporary, Literary Fiction, Adult, LGBT"
"Stolen Girl","Skyrpuch","Marsha Forchuk","Banned by restriction","Nadia is haunted by World War II. Her memories of the war are messy, coming back to her in pieces and flashes she can't control. Though her adoptive mother says they are safe now, Nadia's flashbacks keep coming.  Sometimes she remembers running, hunger, and isolation. But other times she remembers living with a German family, and attending big rallies where she was praised for her light hair and blue eyes. The puzzle pieces don't quite fit together, and Nadia is scared by what might be true. Could she have been raised by Nazis? Were they her real family? What part did she play in the war?  What Nadia finally discovers about her own history will shock her. But only when she understands the past can she truly face her future.  Inspired by startling true events, Marsha Forchuk Skrypuch delivers a gripping and poignant story of one girl's determination to uncover her truth.","Historical Fiction, Middle Grade, Historical, Young Adult, Fiction, World War II, War"
"The Feeling of Falling in Love","Deaver","Mason","Banned pending investigation","From the bestselling author of I Wish You All the Best, comes a new kind of love story, about the bad decisions we sometimes make... and the people who help get us back on the right path.  Perfect for fans of Red, White, and Royal Blue by Casey McQuiston and What If It's Us by Adam Silvera and Becky Albertalli.  Just days before spring break, Neil Kearney is set to fly across the country with his childhood friend (and current friend-with-benefits) Josh, to attend his brother's wedding—until Josh tells Neil that he's in love with him and Neil doesn't return the sentiment.  With Josh still attending the wedding, Neil needs to find a new date to bring along. And, almost against his will, roommate Wyatt is drafted.  At first, Wyatt (correctly) thinks Neil is acting like a jerk. But when they get to LA, Wyatt sees a little more of where it's coming from. Slowly, Neil and Wyatt begin to understand one another… and maybe, just maybe, fall in love for the first time…","Romance, LGBT, Queer, Young Adult, Contemporary, Fiction, Transgender"
"Twilight Eyes","Koontz","Dean R.","Banned pending investigation","",""
"The Dharma Bums","Kerouac","Jack","Banned pending investigation","Two ebullient young men search for Truth the Zen way: from marathon wine-drinking bouts, poetry jam sessions, and ""yabyum"" in San Francisco's Bohemia, to solitude in the high Sierras and a vigil atop Desolation Peak in Washington State. Published just a year after On the Road put the Beat Generation on the map, The Dharma Bums is sparked by Kerouac's expansiveness, humor, and a contagious zest for life.","Fiction, Classics, Literature, Novels, Travel, Philosophy, American"
"The Nowhere Girls","Reed","Amy","Banned","Three misfits come together to avenge the rape of a fellow classmate and in the process trigger a change in the misogynist culture at their high school transforming the lives of everyone around them in this searing and timely story.  Who are the Nowhere Girls?  They’re everygirl. But they start with just three:  Grace Salter is the new girl in town, whose family was run out of their former community after her southern Baptist preacher mom turned into a radical liberal after falling off a horse and bumping her head.  Rosina Suarez is the queer punk girl in a conservative Mexican immigrant family, who dreams of a life playing music instead of babysitting her gaggle of cousins and waitressing at her uncle’s restaurant.  Erin Delillo is obsessed with two things: marine biology and , but they aren’t enough to distract her from her suspicion that she may in fact be an android.  When Grace learns that Lucy Moynihan, the former occupant of her new home, was run out of town for having accused the popular guys at school of gang rape, she’s incensed that Lucy never had justice. For their own personal reasons, Rosina and Erin feel equally deeply about Lucy’s tragedy, so they form an anonymous group of girls at Prescott High to resist the sexist culture at their school, which includes boycotting sex of any kind with the male students.  Told in alternating perspectives, this groundbreaking novel is an indictment of rape culture and explores with bold honesty the deepest questions about teen girls and sexuality.","Young Adult, Contemporary, Feminism, LGBT, Fiction, Realistic Fiction, Young Adult Contemporary"
"Terrorism Inc.: The Financing of Terrorism Insurgency and Irregular Warfare","Clarke","Colin P.","Banned by restriction","This in-depth, historical analysis of terrorism investigates the major funding streams of terrorists, insurgents, guerrillas, warlords, militias, and criminal organizations throughout the world as well as the efforts of the international community to thwart their efforts.  Terrorist financing is an ongoing game of creating, concealing, and surreptitiously utilizing funds. This intriguing book considers every facet of guerrilla funding―from how activities are financed, to what insurgents do with the revenue they generate, to the range of countermeasures in place for deterring their moneymaking activities. Case studies prompt an analysis of past government responses and inform recommendations for countering irregular warfare worldwide.  Author Colin P. Clarke presents the business side of terrorism, taking a look at the cash-producing ventures he labels ""gray activities"" such as diaspora support, charities, fraudulent businesses, front companies, and money laundering as well as ""dark activities"" including kidnapping for ransom, robbery, smuggling, trafficking, and extortion. He considers the transnational efforts to stop terrorist activities―from wiretaps and electronic surveillance to financial sanctions and the freezing of funds and accounts―and points to the emergence of interagency task forces for detaining and destroying the operations of major criminal organizations across the globe.","Nonfiction"
"The Prison Healer","Noni","Lynette","Banned by restriction","",""
"Are These My Basoomas I See Before Me: Fab Final Confessions of Georgia Nicolson","Rennison","Louise","Banned pending investigation","Ohmygiddygodspyjamas! The tenth marvy book in the Confessions of Georgia Nicolson is here! Get ready to laugh like a loon on loon tablets. It's the FINAL instalment of Georgia's fab and hilarious diary! Does Georgia escape the cakeshop of luuurve? Can there be more heartbreaknosity in store? Will the Sex God pop up again unexpectedly (oo-er)! And what about the supreme accidental snogmaster Dave the Laugh? Will she FINALLY choose her only one and only? So many boys, so little time!","Young Adult, Romance, Humor, Fiction, Contemporary, Chick Lit, Teen"
